                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.64197,                0.40172,                0.92466,                 0.9736,                0.95762,                0.98698,                0.76696,                 0.8076,                0.39402,                 1.0525,               0.007756,               0.007756,               0.007756
                     71,                0.63804,                 0.3962,                0.91582,                0.97744,                0.95511,                0.98224,                0.76587,                0.81088,                0.38312,                 1.0524,               0.007723,               0.007723,               0.007723
                     72,                0.63357,                0.39129,                0.91573,                0.97549,                0.96365,                0.98735,                0.77261,                0.80772,                0.37579,                 1.0634,                0.00769,                0.00769,                0.00769
                     73,                0.62729,                0.39178,                0.91433,                0.96751,                0.96266,                0.98656,                0.77943,                0.79459,                0.38691,                 1.0487,               0.007657,               0.007657,               0.007657
                     74,                0.62754,                0.38706,                0.91381,                0.97098,                0.95951,                0.98082,                0.76365,                0.80642,                 0.3909,                 1.0708,               0.007624,               0.007624,               0.007624
                     75,                0.62689,                0.39698,                0.91284,                0.97662,                0.95891,                0.98598,                 0.7669,                0.79653,                0.38267,                 1.0516,               0.007591,               0.007591,               0.007591
                     76,                0.62421,                 0.3887,                0.91103,                0.97675,                0.95886,                0.98445,                0.77075,                0.78752,                0.39079,                 1.0468,               0.007558,               0.007558,               0.007558
                     77,                0.61525,                0.38387,                0.91009,                0.96888,                0.95223,                0.98438,                0.77236,                0.79539,                0.39078,                 1.0471,               0.007525,               0.007525,               0.007525
                     78,                0.62039,                0.38592,                0.91131,                0.98112,                0.95326,                0.98713,                0.76429,                0.80251,                0.37624,                 1.0653,               0.007492,               0.007492,               0.007492
                     79,                0.62215,                0.38682,                0.90834,                0.98128,                0.96064,                 0.9895,                0.77179,                0.79348,                0.36914,                 1.0502,               0.007459,               0.007459,               0.007459
                     80,                0.60721,                0.38063,                0.90769,                0.96823,                0.96715,                0.98952,                 0.7732,                0.78822,                 0.3683,                 1.0443,               0.007426,               0.007426,               0.007426
                     81,                0.61383,                0.38257,                0.90533,                0.98001,                0.96033,                0.99318,                0.76867,                0.79042,                0.37657,                 1.0518,               0.007393,               0.007393,               0.007393
                     82,                0.60718,                0.37977,                0.91045,                0.98241,                0.95987,                0.98883,                0.78033,                0.79526,                0.37645,                 1.0588,                0.00736,                0.00736,                0.00736
