                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     85,                0.57251,                0.29888,                0.87921,                0.99803,                0.99927,                0.99478,                0.91268,                0.50343,                 0.1927,                0.83942,               0.007261,               0.007261,               0.007261
                     86,                 0.5709,                0.30362,                 0.8785,                0.99804,                0.99927,                0.99478,                0.91291,                0.50336,                0.19238,                0.83929,               0.007228,               0.007228,               0.007228
                     87,                0.57289,                 0.2983,                0.87593,                0.99799,                0.99927,                0.99478,                0.91286,                0.50317,                0.19214,                0.83893,               0.007195,               0.007195,               0.007195
                     88,                0.57433,                0.30268,                0.87074,                0.99798,                0.99927,                0.99478,                0.91225,                0.50309,                0.19187,                0.83838,               0.007162,               0.007162,               0.007162
                     89,                0.56781,                0.30087,                 0.8774,                0.99801,                0.99927,                0.99478,                0.91283,                0.50359,                 0.1919,                0.83821,               0.007129,               0.007129,               0.007129
                     90,                0.56603,                0.29804,                0.87938,                0.99807,                0.99927,                0.99478,                0.91266,                 0.5038,                0.19117,                0.83831,               0.007096,               0.007096,               0.007096
                     91,                0.57313,                0.29815,                0.87885,                0.99798,                0.99927,                0.99478,                0.91205,                0.50406,                0.19136,                0.83814,               0.007063,               0.007063,               0.007063
                     92,                0.56865,                0.29816,                0.87975,                0.99796,                0.99927,                0.99478,                0.91167,                 0.5038,                0.19179,                0.83828,                0.00703,                0.00703,                0.00703
                     93,                0.56444,                0.29551,                0.87809,                0.99818,                0.99927,                0.99478,                0.91176,                0.50359,                0.19151,                0.83836,               0.006997,               0.006997,               0.006997
                     94,                 0.5634,                0.29857,                0.87279,                0.99797,                0.99927,                0.99478,                0.91279,                0.50345,                0.19165,                0.83824,               0.006964,               0.006964,               0.006964
                     95,                0.56612,                0.29674,                0.87347,                 0.9978,                0.99927,                0.99478,                0.91343,                0.50334,                0.19202,                0.83792,               0.006931,               0.006931,               0.006931
                     96,                0.56954,                0.29746,                0.87117,                0.99785,                0.99927,                0.99478,                0.91309,                0.50321,                0.19192,                0.83746,               0.006898,               0.006898,               0.006898
                     97,                0.56701,                0.29581,                0.87242,                0.99779,                0.99927,                0.99478,                  0.914,                0.50303,                0.19169,                0.83715,               0.006865,               0.006865,               0.006865
                     98,                0.56474,                0.29535,                0.87335,                0.99779,                0.99927,                0.99478,                0.91327,                 0.5028,                0.19105,                0.83698,               0.006832,               0.006832,               0.006832
                     99,                0.56667,                0.29531,                0.87768,                 0.9978,                0.99927,                0.99478,                 0.9136,                0.50272,                 0.1911,                0.83692,               0.006799,               0.006799,               0.006799
                    100,                0.56262,                0.29394,                0.87356,                0.99768,                0.99927,                0.99478,                0.91371,                0.50255,                0.19152,                0.83693,               0.006766,               0.006766,               0.006766
                    101,                0.56965,                0.29498,                0.87854,                0.99789,                0.99927,                0.99478,                0.91356,                0.50258,                0.19071,                0.83698,               0.006733,               0.006733,               0.006733
                    102,                0.56468,                0.29281,                0.87481,                0.99794,                0.99927,                0.99478,                0.91386,                0.50215,                0.19107,                0.83682,                 0.0067,                 0.0067,                 0.0067
                    103,                0.55965,                0.29141,                0.87482,                0.99794,                0.99927,                0.99478,                0.91441,                0.50224,                0.19084,                0.83695,               0.006667,               0.006667,               0.006667
                    104,                0.55853,                0.29089,                0.87377,                0.99797,                0.99927,                0.99478,                0.91371,                0.50223,                0.19094,                0.83695,               0.006634,               0.006634,               0.006634
                    105,                0.55742,                0.29011,                0.86909,                0.99796,                0.99927,                0.99478,                0.91372,                0.50201,                0.19007,                0.83677,               0.006601,               0.006601,               0.006601
